0,1
0X08FF00,0X16
0X08FF01,0XED
0X08FF02,0X58
0X08FF03,0X54
0X08FF04,0X16
0X08FF05,0X64
0X08FF06,0X2B
0X08FF07,0X26
0X08FF08,0X1F
0X08FF09,0XA8
0X08FF0A,0X34
0X08FF0B,0X26
0X08FF0C,0X5B
0X08FF0D,0X52
0X08FF0E,0X9C
0X08FF0F,0X31
0X08FF10,0X91
0X08FF11,0X86
0X08FF12,0XEA
0X08FF13,0XBC
0X08FF14,0XD8
0X08FF15,0XF1
0X08FF16,0X15
0X08FF17,0XBD
0X08FF18,0X31
0X08FF19,0X9C
0X08FF1A,0X31
0X08FF1B,0XC0
0X08FF1C,0X5F
0X08FF1D,0X72
0X08FF1E,0XEB
0X08FF1F,0X97
0X08FF20,0XA7
0X08FF21,0X11
0X08FF22,0X67
0X08FF23,0X92
0X08FF24,0XBD
0X08FF25,0XE5
0X08FF26,0XD4
0X08FF27,0X92
0X08FF28,0X12
0X08FF29,0XB5
0X08FF2A,0XE4
0X08FF2B,0XD7
0X08FF2C,0X2F
0X08FF2D,0X31
0X08FF2E,0X7F
0X08FF2F,0X1D
0X08FF30,0X80
0X08FF31,0X6A
0X08FF32,0X0D
0X08FF33,0X29
0X08FF34,0XA2
0X08FF35,0X2C
0X08FF36,0X45
0X08FF37,0X06
0X08FF38,0XCF
0X08FF39,0XC8
0X08FF3A,0X47
0X08FF3B,0XDA
0X08FF3C,0XB7
0X08FF3D,0XFA
0X08FF3E,0XF2
0X08FF3F,0XFC
0X08FF40,0X11
0X08FF41,0X00
0X08FF42,0X34
0X08FF43,0X31
0X08FF44,0XF3
0X08FF45,0X93
0X08FF46,0X31
0X08FF47,0X3C
0X08FF48,0X82
0X08FF49,0XCE
0X08FF4A,0XF5
0X08FF4B,0X5F
0X08FF4C,0X31
0X08FF4D,0X81
0X08FF4E,0X31
0X08FF4F,0X8A
0X08FF50,0XD5
0X08FF51,0XA1
0X08FF52,0X97
0X08FF53,0X7D
0X08FF54,0X20
0X08FF55,0X7E
0X08FF56,0X1B
0X08FF57,0X88
0X08FF58,0X5E
0X08FF59,0X54
0X08FF5A,0X6A
0X08FF5B,0X7F
0X08FF5C,0X80
0X08FF5D,0XC2
0X08FF5E,0X55
0X08FF5F,0X09
0X08FF60,0X31
0X08FF61,0X35
0X08FF62,0X31
0X08FF63,0X7F
0X08FF64,0XAE
0X08FF65,0XF3
0X08FF66,0XD4
0X08FF67,0XD9
0X08FF68,0XDD
0X08FF69,0X5E
0X08FF6A,0X11
0X08FF6B,0XC6
0X08FF6C,0X30
0X08FF6D,0XB7
0X08FF6E,0XD3
0X08FF6F,0X04
0X08FF70,0X26
0X08FF71,0XCE
0X08FF72,0XC1
0X08FF73,0X2E
0X08FF74,0X68
0X08FF75,0X03
0X08FF76,0XC8
0X08FF77,0XDF
0X08FF78,0XE1
0X08FF79,0X6C
0X08FF7A,0X14
0X08FF7B,0X43
0X08FF7C,0XDE
0X08FF7D,0XAA
0X08FF7E,0X16
0X08FF7F,0X01
0X08FF80,0X2D
0X08FF81,0X98
0X08FF82,0XDE
0X08FF83,0X30
0X08FF84,0XAE
0X08FF85,0X2D
0X08FF86,0XC2
0X08FF87,0X91
0X08FF88,0X62
0X08FF89,0XA2
0X08FF8A,0XC7
0X08FF8B,0X25
0X08FF8C,0X64
0X08FF8D,0XE7
0X08FF8E,0XBC
0X08FF8F,0X32
0X08FF90,0X51
0X08FF91,0X14
0X08FF92,0X55
0X08FF93,0X39
0X08FF94,0X39
0X08FF95,0X20
0X08FF96,0XA7
0X08FF97,0X9B
0X08FF98,0X4F
0X08FF99,0X4C
0X08FF9A,0X1D
0X08FF9B,0X59
0X08FF9C,0XE5
0X08FF9D,0XFA
0X08FF9E,0XD0
0X08FF9F,0XED
0X08FFA0,0XBB
0X08FFA1,0X8C
0X08FFA2,0XF6
0X08FFA3,0X10
0X08FFA4,0X4C
0X08FFA5,0XEE
0X08FFA6,0X7C
0X08FFA7,0XF9
0X08FFA8,0X2F
0X08FFA9,0XF9
0X08FFAA,0X64
0X08FFAB,0X8E
0X08FFAC,0XFE
0X08FFAD,0X0A
0X08FFAE,0X56
0X08FFAF,0X31
0X08FFB0,0XD6
0X08FFB1,0XD5
0X08FFB2,0X9A
0X08FFB3,0X39
0X08FFB4,0XD4
0X08FFB5,0XB3
0X08FFB6,0X11
0X08FFB7,0XFF
0X08FFB8,0XC5
0X08FFB9,0X06
0X08FFBA,0XAF
0X08FFBB,0X06
0X08FFBC,0XA5
0X08FFBD,0X51
0X08FFBE,0X87
0X08FFBF,0XC0
0X08FFC0,0X29
0X08FFC1,0XA2
0X08FFC2,0XE3
0X08FFC3,0X56
0X08FFC4,0XAB
0X08FFC5,0XD7
0X08FFC6,0X70
0X08FFC7,0X13
0X08FFC8,0X9F
0X08FFC9,0XF4
0X08FFCA,0X9A
0X08FFCB,0X6D
0X08FFCC,0X1C
0X08FFCD,0X00
0X08FFCE,0X28
0X08FFCF,0X37
0X08FFD0,0X82
0X08FFD1,0X77
0X08FFD2,0X8A
0X08FFD3,0XFB
0X08FFD4,0X3F
0X08FFD5,0XE7
0X08FFD6,0XB0
0X08FFD7,0X76
0X08FFD8,0XB5
0X08FFD9,0X38
0X08FFDA,0X46
0X08FFDB,0XEB
0X08FFDC,0X4F
0X08FFDD,0X12
0X08FFDE,0X19
0X08FFDF,0X21
0X08FFE0,0XAF
0X08FFE1,0XA1
0X08FFE2,0XB7
0X08FFE3,0X8F
0X08FFE4,0X6C
0X08FFE5,0X31
0X08FFE6,0X2E
0X08FFE7,0X7A
0X08FFE8,0X22
0X08FFE9,0X22
0X08FFEA,0X7F
0X08FFEB,0X14
0X08FFEC,0XD4
0X08FFED,0XE4
0X08FFEE,0X19
0X08FFEF,0X82
0X08FFF0,0XF1
0X08FFF1,0X4E
0X08FFF2,0X31
0X08FFF3,0X50
0X08FFF4,0X47
0X08FFF5,0X19
0X08FFF6,0XFF
0X08FFF7,0X9A
0X08FFF8,0X54
0X08FFF9,0X5A
0X08FFFA,0X48
0X08FFFB,0XD6
0X08FFFC,0X34
0X08FFFD,0X32
0X08FFFE,0X7B
0X08FFFF,0XE0
